user_id,conversion_time,converted,revenue,country
61,2025-11-01 05:59:00,0,0.0,GB
62,2025-12-21 11:42:00,0,0.0,GB
63,2025-12-22 06:56:00,0,0.0,GB
64,2025-10-24 04:50:00,0,0.0,US
65,2025-11-29 14:10:00,0,0.0,MX
66,2025-10-14 14:40:00,0,0.0,US
67,2025-11-18 18:51:00,0,0.0,CA
68,2025-11-26 04:43:00,0,0.0,US
69,2025-12-18 10:05:00,1,11.41,ES
70,2025-11-01 18:27:00,0,0.0,US
71,2025-10-10 03:32:00,0,0.0,GB
72,2025-11-06 20:08:00,0,0.0,US
73,2025-10-15 19:26:00,0,0.0,FR
74,2025-10-30 22:28:00,0,0.0,GB
75,2026-01-01 08:49:00,0,0.0,US
76,2025-11-10 17:32:00,0,0.0,FR
77,2026-01-01 14:55:00,0,0.0,ES
78,2025-12-06 17:38:00,0,0.0,FR
79,2026-01-09 18:44:00,0,0.0,BR
80,2025-12-29 06:33:00,0,0.0,US
81,2025-10-19 07:50:00,1,11.57,US
82,2025-12-30 21:25:00,0,0.0,ES
83,2025-10-08 01:48:00,0,0.0,BR
84,2025-12-01 03:01:00,0,0.0,US
85,2025-12-12 00:00:00,0,0.0,FR
86,2025-10-23 17:25:00,0,0.0,GB
87,2025-12-09 11:23:00,0,0.0,BR
88,2025-11-13 17:51:00,0,0.0,CA
89,2025-11-15 09:53:00,0,0.0,CA
90,2026-01-02 02:14:00,0,0.0,US
91,2025-11-24 01:25:00,0,0.0,US
92,2025-10-15 19:08:00,0,0.0,FR
93,2025-10-13 17:35:00,0,0.0,MX
94,2025-12-16 11:34:00,0,0.0,BR
95,2025-11-10 13:18:00,0,0.0,US
96,2025-12-01 11:01:00,0,0.0,DE
97,2025-12-08 00:00:00,0,0.0,US
98,2025-12-12 23:36:00,0,0.0,CA
99,2026-01-04 06:44:00,0,0.0,US
100,2025-12-24 00:39:00,0,0.0,US
101,2025-10-14 00:00:00,0,0.0,ES
102,2025-11-29 04:00:00,0,0.0,GB
103,2025-11-05 21:06:00,0,0.0,CA
104,2025-12-24 00:52:00,0,0.0,MX
105,2025-10-17 20:38:00,0,0.0,FR
106,2025-12-29 11:43:00,0,0.0,US
107,2026-01-07 23:18:00,0,0.0,BR
108,2025-12-21 20:17:00,0,0.0,GB
109,2025-10-29 12:13:00,0,0.0,CA
110,2025-12-26 16:35:00,0,0.0,MX
111,2025-11-01 21:38:00,0,0.0,DE
112,2025-10-27 13:15:00,0,0.0,FR
113,2025-12-11 05:25:00,0,0.0,US
114,2025-11-25 22:57:00,0,0.0,ES
115,2025-10-05 17:03:00,0,0.0,US
116,2026-01-01 00:00:00,0,0.0,DE
117,2025-12-04 20:21:00,0,0.0,DE
118,2025-11-05 11:43:00,0,0.0,US
119,2025-11-23 09:22:00,0,0.0,CA
120,2025-11-04 23:32:00,0,0.0,DE
121,2025-12-19 20:47:00,0,0.0,US
122,2025-12-25 13:55:00,0,0.0,GB
123,2025-11-07 13:45:00,0,0.0,DE
124,2025-12-25 05:52:00,0,0.0,MX
125,2025-12-22 04:00:00,0,0.0,DE
126,2025-12-08 21:00:00,0,0.0,US
127,2025-12-22 12:18:00,0,0.0,US
128,2025-12-25 14:54:00,0,0.0,CA
129,2026-01-05 11:35:00,0,0.0,US
130,2026-01-04 18:44:00,1,12.54,US
131,2025-11-23 20:59:00,0,0.0,ES
132,2025-10-24 22:47:00,0,0.0,BR
133,2025-12-22 20:10:00,0,0.0,US
134,2025-12-01 11:43:00,0,0.0,US
135,2026-01-08 08:10:00,0,0.0,ES
136,2025-11-19 08:32:00,0,0.0,MX
137,2025-11-08 14:31:00,0,0.0,ES
138,2025-11-08 00:00:00,0,0.0,MX
139,2025-11-14 19:12:00,0,0.0,MX
140,2025-12-17 00:00:00,0,0.0,FR
141,2025-12-02 23:17:00,0,0.0,DE
142,2026-01-10 00:50:00,0,0.0,BR
143,2025-11-16 09:30:00,0,0.0,CA
144,2025-12-18 01:37:00,0,0.0,FR
145,2026-01-03 07:38:00,0,0.0,CA
146,2025-10-07 21:05:00,0,0.0,ES
147,2025-12-16 18:09:00,1,10.1,US
148,2025-11-16 04:27:00,0,0.0,CA
149,2025-11-09 19:27:00,0,0.0,MX
150,2026-01-04 00:12:00,0,0.0,ES
151,2025-11-28 00:00:00,0,0.0,US
152,2025-11-28 15:42:00,0,0.0,DE
153,2025-11-18 08:47:00,1,7.17,GB
154,2025-10-31 20:52:00,0,0.0,GB
155,2025-10-22 11:40:00,0,0.0,GB
156,2025-10-16 08:14:00,0,0.0,ES
157,2025-11-19 20:56:00,0,0.0,US
158,2025-10-21 00:00:00,0,0.0,CA
159,2025-12-20 13:45:00,0,0.0,US
160,2025-10-21 05:15:00,0,0.0,US
161,2025-10-23 06:56:00,0,0.0,US
162,2025-12-22 06:33:00,0,0.0,FR
163,2025-12-05 20:29:00,0,0.0,FR
164,2025-12-01 00:00:00,0,0.0,US
165,2025-11-08 12:03:00,0,0.0,GB
166,2025-11-30 00:00:00,0,0.0,MX
167,2025-12-08 23:51:00,0,0.0,BR
168,2025-12-19 18:54:00,0,0.0,GB
169,2025-12-30 00:00:00,0,0.0,US
170,2025-11-25 01:24:00,0,0.0,ES
171,2025-12-05 12:11:00,0,0.0,MX
172,2025-12-17 05:23:00,0,0.0,GB
173,2026-01-06 06:38:00,0,0.0,GB
174,2025-12-20 23:32:00,1,16.01,US
175,2025-11-29 00:00:00,0,0.0,US
176,2025-12-15 19:12:00,1,13.21,CA
177,2025-12-24 00:00:00,0,0.0,DE
178,2025-10-19 00:00:00,0,0.0,DE
179,2025-10-10 16:00:00,0,0.0,DE
180,2026-01-08 09:26:00,1,13.1,US
181,2025-10-26 08:02:00,0,0.0,FR
182,2025-11-19 22:54:00,0,0.0,DE
183,2025-11-20 03:07:00,1,10.92,FR
184,2025-12-19 19:15:00,0,0.0,MX
185,2025-12-28 15:22:00,0,0.0,FR
186,2025-11-07 08:22:00,1,8.36,US
187,2025-11-06 18:12:00,0,0.0,US
188,2025-10-19 08:57:00,0,0.0,US
189,2025-11-27 10:26:00,0,0.0,US
190,2025-10-06 00:00:00,0,0.0,US
191,2025-10-24 14:54:00,0,0.0,US
192,2025-10-14 00:14:00,0,0.0,BR
193,2025-11-09 19:20:00,0,0.0,US
194,2026-01-02 12:17:00,0,0.0,BR
195,2026-01-07 00:43:00,0,0.0,US
196,2025-10-21 01:05:00,0,0.0,GB
197,2025-10-22 16:13:00,0,0.0,US
198,2025-10-19 22:59:00,0,0.0,US
199,2025-11-28 14:30:00,0,0.0,ES
200,2025-12-28 01:09:00,0,0.0,BR
201,2025-11-01 10:48:00,0,0.0,DE
202,2025-10-02 00:00:00,0,0.0,GB
203,2025-10-13 22:29:00,0,0.0,GB
204,2025-12-23 07:00:00,0,0.0,US
205,2025-12-20 08:11:00,0,0.0,BR
206,2025-12-17 01:57:00,0,0.0,US
207,2025-11-09 06:08:00,0,0.0,DE
208,2025-12-31 01:51:00,0,0.0,ES
209,2025-11-07 19:54:00,0,0.0,FR
210,2025-12-03 14:51:00,0,0.0,US
211,2025-10-27 00:48:00,0,0.0,US
212,2025-11-03 01:43:00,0,0.0,US
213,2026-01-11 06:43:00,0,0.0,US
214,2026-01-04 09:14:00,1,12.21,GB
215,2025-11-03 00:55:00,1,13.87,DE
216,2025-12-12 22:22:00,0,0.0,US
217,2025-11-29 03:16:00,1,9.57,FR
218,2025-11-06 02:15:00,0,0.0,DE
219,2025-11-18 13:13:00,0,0.0,US
220,2025-10-29 14:37:00,0,0.0,DE
221,2025-10-13 22:39:00,0,0.0,FR
222,2025-12-21 05:13:00,0,0.0,US
223,2025-11-02 00:00:00,0,0.0,BR
224,2025-11-25 13:53:00,0,0.0,GB
225,2025-11-15 10:23:00,0,0.0,GB
226,2025-12-31 04:41:00,1,13.21,US
227,2025-12-13 18:45:00,0,0.0,GB
228,2025-11-02 10:36:00,0,0.0,GB
229,2025-11-16 00:21:00,0,0.0,FR
230,2025-10-22 14:10:00,0,0.0,DE
231,2025-11-13 01:10:00,0,0.0,US
232,2025-12-12 11:05:00,0,0.0,DE
233,2025-11-04 01:18:00,0,0.0,FR
234,2025-10-15 00:48:00,0,0.0,FR
235,2025-12-14 03:21:00,1,15.39,US
236,2025-10-29 00:00:00,0,0.0,US
237,2025-11-28 11:51:00,0,0.0,GB
238,2025-11-20 00:25:00,0,0.0,US
239,2025-10-08 16:43:00,0,0.0,BR
240,2025-12-03 04:09:00,0,0.0,ES
241,2025-10-09 04:19:00,0,0.0,CA
242,2025-11-22 09:44:00,0,0.0,US
243,2025-12-31 18:11:00,0,0.0,MX
244,2025-12-30 00:17:00,0,0.0,GB
245,2025-11-02 07:32:00,0,0.0,US
246,2025-12-22 21:02:00,0,0.0,CA
247,2025-10-28 15:01:00,0,0.0,US
248,2025-10-24 01:34:00,0,0.0,GB
249,2025-12-09 03:42:00,0,0.0,FR
250,2025-10-21 18:15:00,0,0.0,CA
251,2025-10-27 19:31:00,0,0.0,CA
252,2025-12-10 06:28:00,0,0.0,BR
253,2025-11-22 13:22:00,0,0.0,US
254,2025-11-07 00:55:00,0,0.0,US
255,2026-01-02 22:07:00,0,0.0,US
256,2026-01-05 17:30:00,0,0.0,MX
257,2025-12-21 06:38:00,0,0.0,US
258,2025-10-28 00:00:00,0,0.0,DE
259,2025-10-21 05:27:00,1,14.26,BR
260,2025-10-30 04:03:00,0,0.0,US
261,2025-11-27 15:37:00,0,0.0,US
262,2025-11-10 05:03:00,0,0.0,DE
263,2025-11-18 16:32:00,0,0.0,US
264,2025-12-13 12:28:00,0,0.0,US
265,2025-12-16 00:00:00,0,0.0,US
266,2025-11-26 13:07:00,0,0.0,US
267,2025-10-29 16:44:00,1,10.5,FR
268,2025-11-04 09:28:00,0,0.0,US
269,2025-11-20 20:29:00,0,0.0,US
270,2025-12-26 00:59:00,1,11.64,FR
271,2025-12-19 03:49:00,0,0.0,GB
272,2025-12-27 07:26:00,0,0.0,US
273,2025-12-05 02:58:00,0,0.0,MX
274,2025-12-21 21:26:00,0,0.0,FR
275,2025-10-06 00:00:00,0,0.0,CA
276,2025-10-30 00:00:00,0,0.0,GB
277,2025-10-02 00:00:00,0,0.0,US
278,2025-10-16 23:58:00,0,0.0,DE
279,2025-11-25 16:34:00,0,0.0,DE
280,2025-12-02 10:51:00,0,0.0,FR
281,2025-12-04 06:58:00,0,0.0,GB
282,2025-12-13 12:16:00,1,10.02,CA
283,2025-10-31 16:54:00,0,0.0,US
284,2025-12-29 04:52:00,0,0.0,MX
285,2025-12-20 12:18:00,0,0.0,DE
286,2025-10-05 00:00:00,0,0.0,US
287,2025-10-30 09:26:00,0,0.0,US
288,2025-10-31 10:05:00,0,0.0,BR
289,2025-12-09 18:44:00,0,0.0,DE
290,2026-01-01 17:54:00,0,0.0,FR
291,2026-01-02 21:13:00,0,0.0,US
292,2026-01-07 20:49:00,0,0.0,US
293,2025-12-18 13:56:00,0,0.0,DE
294,2025-11-05 17:54:00,0,0.0,GB
295,2025-12-20 18:46:00,0,0.0,DE
296,2025-12-28 05:51:00,1,15.79,ES
297,2025-11-30 14:42:00,0,0.0,ES
298,2025-12-24 03:12:00,0,0.0,FR
299,2025-10-24 14:22:00,0,0.0,DE
300,2025-10-12 00:00:00,0,0.0,CA
301,2025-10-13 13:27:00,0,0.0,GB
302,2025-12-15 09:17:00,0,0.0,US
303,2025-12-10 20:47:00,0,0.0,DE
304,2025-11-16 14:17:00,0,0.0,DE
305,2025-10-29 00:00:00,0,0.0,DE
306,2025-11-08 21:38:00,0,0.0,MX
307,2025-10-09 07:30:00,0,0.0,CA
308,2025-12-14 11:00:00,0,0.0,CA
309,2025-12-08 08:22:00,0,0.0,US
310,2025-11-14 04:49:00,1,10.35,FR
311,2025-10-31 11:49:00,0,0.0,BR
312,2025-12-22 19:28:00,0,0.0,CA
313,2025-12-07 23:18:00,0,0.0,BR
314,2025-11-05 23:38:00,0,0.0,DE
315,2025-11-18 18:52:00,0,0.0,CA
316,2025-10-24 16:48:00,0,0.0,FR
317,2025-12-05 20:28:00,0,0.0,FR
318,2025-10-11 13:52:00,0,0.0,CA
319,2025-11-25 16:01:00,0,0.0,US
320,2025-12-19 20:36:00,0,0.0,DE
321,2025-12-31 00:00:00,0,0.0,ES
322,2025-11-14 22:07:00,1,12.74,US
323,2025-10-27 12:03:00,0,0.0,GB
324,2025-10-02 22:32:00,0,0.0,FR
325,2025-12-19 16:56:00,0,0.0,ES
326,2025-12-27 11:49:00,0,0.0,US
327,2025-12-13 20:58:00,0,0.0,US
328,2025-10-13 02:35:00,0,0.0,ES
329,2025-10-17 02:23:00,0,0.0,US
330,2025-10-23 17:43:00,0,0.0,US
331,2025-12-20 00:52:00,0,0.0,BR
332,2025-12-07 23:11:00,0,0.0,MX
333,2025-12-17 12:27:00,0,0.0,DE
334,2026-01-04 15:51:00,0,0.0,US
335,2025-10-28 04:33:00,0,0.0,FR
336,2026-01-03 17:58:00,0,0.0,US
337,2025-11-12 23:34:00,0,0.0,DE
338,2026-01-06 06:22:00,0,0.0,US
339,2025-12-02 15:51:00,0,0.0,MX
340,2025-11-07 15:40:00,0,0.0,US
341,2025-10-14 00:00:00,0,0.0,US
342,2025-11-08 23:49:00,0,0.0,US
343,2025-11-09 11:26:00,0,0.0,GB
344,2025-10-20 03:09:00,0,0.0,MX
345,2025-10-23 13:39:00,0,0.0,US
346,2025-12-24 11:37:00,0,0.0,ES
347,2025-12-12 05:06:00,0,0.0,FR
348,2025-12-27 19:50:00,0,0.0,FR
349,2025-12-05 00:00:00,0,0.0,US
350,2025-10-14 00:26:00,0,0.0,CA
351,2025-11-07 09:11:00,0,0.0,US
352,2025-11-03 05:51:00,0,0.0,US
353,2025-11-12 00:51:00,1,14.27,US
354,2025-12-27 13:23:00,1,17.74,MX
355,2025-12-19 05:34:00,0,0.0,US
356,2025-11-20 13:55:00,0,0.0,US
357,2025-12-10 17:10:00,0,0.0,FR
358,2025-12-17 14:48:00,0,0.0,MX
359,2025-12-15 20:28:00,1,14.45,US
360,2025-11-10 02:15:00,0,0.0,GB
361,2025-10-17 09:09:00,0,0.0,US
362,2025-12-30 00:49:00,1,11.51,MX
363,2025-10-14 01:42:00,0,0.0,US
364,2025-10-09 17:51:00,0,0.0,MX
365,2025-12-11 00:00:00,0,0.0,GB
366,2025-12-16 16:57:00,0,0.0,BR
367,2025-10-12 00:00:00,0,0.0,CA
368,2026-01-08 15:56:00,0,0.0,DE
369,2025-10-18 13:43:00,0,0.0,FR
370,2025-12-21 13:37:00,0,0.0,US
371,2025-11-23 00:00:00,0,0.0,US
372,2025-12-27 10:31:00,0,0.0,US
373,2025-11-26 17:39:00,0,0.0,ES
374,2025-10-27 17:23:00,1,15.55,ES
375,2025-11-19 09:35:00,0,0.0,US
376,2025-11-28 06:24:00,0,0.0,ES
377,2025-10-14 08:29:00,0,0.0,US
378,2025-11-21 04:35:00,1,11.98,MX
379,2025-12-20 00:00:00,0,0.0,MX
380,2025-10-14 05:02:00,0,0.0,FR
381,2025-10-22 13:43:00,0,0.0,US
382,2025-12-16 23:15:00,0,0.0,US
383,2025-11-17 14:35:00,0,0.0,BR
384,2025-10-19 17:59:00,0,0.0,US
385,2025-11-13 00:00:00,0,0.0,US
386,2025-10-30 08:42:00,0,0.0,MX
387,2025-12-02 23:41:00,0,0.0,FR
388,2025-11-04 23:04:00,0,0.0,DE
389,2025-10-15 00:12:00,1,14.24,FR
390,2026-01-02 23:19:00,0,0.0,DE
391,2025-12-03 01:36:00,0,0.0,GB
392,2025-12-31 18:12:00,0,0.0,FR
393,2025-10-15 10:58:00,0,0.0,GB
394,2025-11-06 08:10:00,0,0.0,DE
395,2025-11-17 07:17:00,0,0.0,US
396,2025-11-05 00:00:00,0,0.0,US
397,2025-12-27 20:18:00,0,0.0,DE
398,2025-10-25 11:58:00,0,0.0,US
399,2025-11-11 21:37:00,0,0.0,FR
400,2025-11-06 02:52:00,0,0.0,BR
401,2025-11-30 09:37:00,0,0.0,US
402,2025-10-08 23:53:00,0,0.0,ES
403,2025-11-25 00:00:00,0,0.0,US
404,2025-12-21 05:22:00,0,0.0,MX
405,2025-11-23 16:31:00,0,0.0,US
406,2025-11-09 07:58:00,0,0.0,ES
407,2025-12-25 05:54:00,1,12.24,BR
408,2025-10-28 16:05:00,0,0.0,DE
409,2025-10-21 08:38:00,0,0.0,US
410,2025-10-15 01:21:00,0,0.0,DE
411,2025-12-20 14:57:00,0,0.0,GB
412,2025-10-17 15:06:00,0,0.0,GB
413,2025-11-06 18:20:00,0,0.0,ES
414,2025-10-09 14:42:00,0,0.0,MX
415,2025-10-17 08:30:00,0,0.0,CA
416,2025-11-11 21:00:00,0,0.0,GB
417,2025-12-16 17:35:00,0,0.0,FR
418,2025-12-12 11:49:00,0,0.0,US
419,2025-12-23 17:10:00,0,0.0,GB
420,2025-12-29 03:19:00,0,0.0,US
421,2025-11-21 05:57:00,0,0.0,BR
422,2025-11-02 10:21:00,0,0.0,DE
423,2025-12-15 06:52:00,0,0.0,US
424,2025-10-17 20:53:00,0,0.0,DE
425,2026-01-04 22:56:00,0,0.0,US
426,2025-11-13 03:18:00,0,0.0,ES
427,2025-12-02 05:35:00,0,0.0,MX
428,2025-10-13 00:34:00,0,0.0,CA
429,2026-01-04 04:22:00,0,0.0,DE
430,2025-12-18 04:40:00,1,10.4,MX
431,2025-10-18 16:30:00,0,0.0,DE
432,2025-11-07 05:17:00,0,0.0,US
433,2025-12-06 03:49:00,0,0.0,BR
434,2025-11-08 16:37:00,0,0.0,BR
435,2025-10-26 06:45:00,0,0.0,ES
436,2026-01-03 23:50:00,0,0.0,US
437,2025-11-27 03:00:00,0,0.0,MX
438,2026-01-05 14:31:00,0,0.0,GB
439,2025-12-11 16:40:00,0,0.0,BR
440,2025-12-30 03:32:00,0,0.0,US
441,2025-11-28 07:58:00,1,11.41,BR
442,2025-11-14 17:18:00,0,0.0,US
443,2025-11-29 12:31:00,0,0.0,US
444,2025-11-08 21:34:00,0,0.0,FR
445,2025-10-14 00:00:00,0,0.0,US
446,2025-10-19 02:17:00,0,0.0,MX
447,2025-11-20 05:25:00,0,0.0,DE
448,2026-01-04 04:48:00,0,0.0,GB
449,2025-11-23 00:00:00,0,0.0,BR
450,2025-10-01 21:16:00,1,15.35,DE
451,2025-12-26 09:15:00,0,0.0,MX
452,2025-12-14 01:27:00,0,0.0,GB
453,2025-10-26 00:57:00,0,0.0,DE
454,2025-12-23 20:19:00,1,13.17,GB
455,2025-10-10 07:08:00,0,0.0,GB
456,2025-12-16 00:00:00,0,0.0,CA
457,2025-12-15 14:50:00,0,0.0,BR
458,2025-12-26 08:15:00,0,0.0,CA
459,2025-10-24 00:50:00,0,0.0,DE
460,2025-11-13 12:31:00,0,0.0,CA
461,2025-10-26 06:32:00,0,0.0,MX
462,2025-12-20 10:16:00,0,0.0,DE
463,2025-11-12 22:40:00,0,0.0,MX
464,2025-11-17 12:13:00,0,0.0,US
465,2025-11-02 17:13:00,0,0.0,FR
466,2025-12-28 00:00:00,0,0.0,CA
467,2025-11-10 10:38:00,0,0.0,FR
468,2025-10-11 04:42:00,0,0.0,DE
469,2025-12-01 18:40:00,0,0.0,MX
470,2026-01-01 22:06:00,1,15.67,GB
471,2026-01-03 03:19:00,0,0.0,US
472,2025-11-07 00:38:00,0,0.0,CA
473,2025-11-28 00:00:00,0,0.0,FR
474,2025-11-30 05:51:00,0,0.0,BR
475,2025-12-23 21:08:00,0,0.0,BR
476,2025-10-09 11:35:00,0,0.0,GB
477,2025-10-25 09:49:00,0,0.0,GB
478,2025-10-03 21:14:00,1,10.35,BR
479,2025-12-09 15:22:00,0,0.0,CA
480,2025-10-19 05:33:00,0,0.0,US
481,2025-10-30 00:00:00,0,0.0,US
482,2025-10-17 07:40:00,0,0.0,US
483,2025-10-24 11:37:00,0,0.0,MX
484,2025-11-03 07:45:00,0,0.0,ES
485,2025-12-26 00:36:00,0,0.0,CA
486,2025-12-07 15:06:00,0,0.0,MX
487,2025-10-12 12:12:00,0,0.0,CA
488,2025-11-16 08:46:00,0,0.0,BR
489,2025-11-11 11:09:00,0,0.0,ES
490,2025-11-27 00:00:00,1,14.69,FR
491,2025-10-16 19:37:00,0,0.0,CA
492,2025-10-24 17:44:00,1,8.48,US
493,2025-11-03 09:40:00,0,0.0,FR
494,2025-10-11 00:00:00,0,0.0,MX
495,2025-12-26 00:00:00,0,0.0,GB
496,2025-12-18 00:03:00,0,0.0,US
497,2025-12-15 09:00:00,0,0.0,FR
498,2025-11-27 16:09:00,0,0.0,US
499,2025-12-10 13:09:00,0,0.0,MX
500,2025-12-23 23:12:00,0,0.0,US
501,2025-12-27 00:00:00,0,0.0,CA
502,2025-12-24 00:00:00,0,0.0,FR
503,2025-10-13 22:03:00,0,0.0,FR
504,2025-11-20 09:06:00,0,0.0,MX
505,2026-01-01 04:57:00,0,0.0,DE
506,2025-10-26 14:47:00,0,0.0,MX
507,2025-12-01 09:10:00,0,0.0,CA
508,2025-10-25 22:08:00,0,0.0,BR
509,2025-10-11 13:00:00,0,0.0,US
510,2025-11-17 13:41:00,0,0.0,US
511,2025-12-29 06:52:00,0,0.0,GB
512,2025-11-06 18:54:00,0,0.0,DE
513,2025-11-20 13:42:00,0,0.0,US
514,2025-12-12 01:18:00,0,0.0,DE
515,2025-10-31 00:00:00,0,0.0,DE
516,2025-11-20 04:25:00,0,0.0,MX
517,2025-11-02 00:00:00,0,0.0,US
518,2025-11-29 22:03:00,0,0.0,GB
519,2025-11-21 03:40:00,0,0.0,US
520,2025-11-13 10:24:00,0,0.0,GB
521,2025-11-12 15:41:00,0,0.0,CA
522,2025-12-18 03:14:00,1,14.04,GB
523,2025-11-02 08:05:00,0,0.0,US
524,2025-11-19 00:00:00,0,0.0,MX
525,2025-12-06 20:07:00,0,0.0,MX
526,2025-12-25 17:13:00,0,0.0,GB
527,2025-11-06 04:52:00,0,0.0,US
528,2025-11-19 20:41:00,0,0.0,ES
529,2025-10-24 21:03:00,0,0.0,US
530,2025-12-22 11:54:00,0,0.0,US
531,2025-11-11 07:01:00,0,0.0,US
532,2025-12-25 18:29:00,0,0.0,US
533,2025-12-05 09:30:00,0,0.0,CA
534,2025-11-08 22:23:00,0,0.0,DE
535,2025-12-12 22:02:00,0,0.0,GB
536,2025-11-03 13:58:00,0,0.0,US
537,2025-10-13 16:25:00,0,0.0,US
538,2026-01-01 00:00:00,0,0.0,US
539,2025-12-13 00:00:00,0,0.0,DE
540,2025-11-11 20:48:00,0,0.0,MX
541,2025-10-09 22:02:00,0,0.0,ES
542,2025-12-05 10:12:00,1,9.76,GB
543,2025-12-30 05:41:00,0,0.0,GB
544,2026-01-05 01:58:00,0,0.0,DE
545,2025-12-29 05:28:00,0,0.0,DE
546,2025-11-21 05:23:00,0,0.0,US
547,2025-12-15 20:16:00,0,0.0,US
548,2025-10-14 17:35:00,0,0.0,MX
549,2025-12-15 18:55:00,1,9.37,MX
550,2025-11-12 19:42:00,0,0.0,US
551,2025-12-12 00:00:00,0,0.0,MX
552,2025-11-20 00:00:00,1,8.8,GB
553,2025-10-12 13:23:00,0,0.0,US
554,2026-01-05 22:16:00,0,0.0,US
555,2025-11-25 15:05:00,0,0.0,US
556,2026-01-05 13:15:00,1,10.78,US
557,2026-01-09 18:37:00,0,0.0,ES
558,2025-10-28 00:00:00,0,0.0,US
559,2025-11-19 09:50:00,0,0.0,US
560,2025-10-17 20:26:00,0,0.0,US
561,2025-10-14 00:00:00,0,0.0,MX
562,2025-11-26 13:33:00,0,0.0,US
563,2025-10-19 00:00:00,0,0.0,MX
564,2025-11-16 20:10:00,0,0.0,US
565,2026-01-02 06:22:00,0,0.0,US
566,2025-12-15 20:05:00,0,0.0,DE
567,2025-11-27 00:00:00,0,0.0,US
568,2025-11-21 23:39:00,0,0.0,GB
569,2025-11-01 00:31:00,0,0.0,CA
570,2025-10-24 17:59:00,0,0.0,CA
571,2026-01-09 19:56:00,0,0.0,DE
572,2025-11-12 23:15:00,0,0.0,US
573,2025-12-08 05:02:00,0,0.0,ES
574,2025-10-19 00:00:00,0,0.0,FR
575,2025-12-21 20:45:00,0,0.0,GB
576,2025-12-19 10:04:00,0,0.0,US
577,2025-12-02 21:57:00,0,0.0,GB
578,2025-12-03 16:07:00,0,0.0,GB
579,2025-12-09 22:25:00,1,9.46,DE
580,2025-12-13 22:45:00,0,0.0,US
581,2026-01-11 14:15:00,0,0.0,ES
582,2025-10-11 19:14:00,1,10.19,FR
583,2025-11-01 09:24:00,0,0.0,US
584,2026-01-02 04:26:00,0,0.0,US
585,2025-11-11 16:48:00,0,0.0,US
586,2025-11-23 20:37:00,1,11.74,FR
587,2025-10-23 01:53:00,0,0.0,FR
588,2025-11-27 00:00:00,0,0.0,ES
589,2025-11-13 19:40:00,1,10.51,GB
