user_id,country,signup_date
123,DE,2025-11-03
124,MX,2025-12-11
125,DE,2025-12-11
126,US,2025-12-13
127,US,2025-12-20
128,CA,2025-12-18
129,US,2025-12-31
130,US,2025-12-31
131,ES,2025-11-16
132,BR,2025-10-15
133,US,2025-12-16
134,US,2025-11-18
135,ES,2025-12-28
136,MX,2025-11-07
137,ES,2025-10-31
138,MX,2025-11-06
139,MX,2025-11-11
140,FR,2025-12-17
141,DE,2025-11-23
142,BR,2025-12-31
143,CA,2025-11-12
144,FR,2025-12-04
145,CA,2025-12-22
146,ES,2025-10-03
147,US,2025-12-13
148,CA,2025-11-08
149,MX,2025-11-05
150,ES,2025-12-27
151,US,2025-11-28
152,DE,2025-11-18
153,GB,2025-11-12
154,GB,2025-10-21
155,GB,2025-10-09
156,ES,2025-10-12
157,US,2025-11-13
158,CA,2025-10-19
159,US,2025-12-14
160,US,2025-10-09
161,US,2025-10-16
162,FR,2025-12-15
163,FR,2025-12-09
164,US,2025-12-01
165,GB,2025-11-08
166,MX,2025-11-28
167,BR,2025-12-05
168,GB,2025-12-11
169,US,2025-12-29
170,ES,2025-11-12
171,MX,2025-12-07
172,GB,2025-12-12
173,GB,2025-12-31
174,US,2025-12-13
175,US,2025-11-29
176,CA,2025-12-02
177,DE,2025-12-24
178,DE,2025-10-18
179,DE,2025-10-04
180,US,2025-12-28
181,FR,2025-10-24
182,DE,2025-11-15
183,FR,2025-11-08
184,MX,2025-12-06
185,FR,2025-12-24
186,US,2025-10-25
187,US,2025-10-28
188,US,2025-10-11
189,US,2025-11-15
190,US,2025-10-05
191,US,2025-10-18
192,BR,2025-10-06
193,US,2025-10-31
194,BR,2025-12-29
195,US,2025-12-24
196,GB,2025-10-08
197,US,2025-10-15
198,US,2025-10-14
199,ES,2025-11-15
200,BR,2025-12-23
201,DE,2025-10-21
202,GB,2025-10-01
203,GB,2025-10-03
204,US,2025-12-16
205,BR,2025-12-13
206,US,2025-12-11
207,DE,2025-11-03
208,ES,2025-12-23
209,FR,2025-11-04
210,US,2025-11-29
211,US,2025-10-23
212,US,2025-10-24
213,US,2025-12-31
214,GB,2025-12-31
215,DE,2025-10-25
216,US,2025-12-11
217,FR,2025-11-27
218,DE,2025-10-25
219,US,2025-11-13
220,DE,2025-10-26
221,FR,2025-10-10
222,US,2025-12-10
223,BR,2025-10-31
224,GB,2025-11-20
225,GB,2025-11-01
226,US,2025-12-22
227,GB,2025-12-04
228,GB,2025-11-02
229,FR,2025-11-14
230,DE,2025-10-19
231,US,2025-11-11
232,DE,2025-12-08
233,FR,2025-10-30
234,FR,2025-10-06
235,US,2025-12-07
236,US,2025-10-29
237,GB,2025-11-21
238,US,2025-11-08
239,BR,2025-10-02
240,ES,2025-11-21
241,CA,2025-10-03
242,US,2025-11-17
243,MX,2025-12-20
244,GB,2025-12-21
245,US,2025-11-04
246,CA,2025-12-16
247,US,2025-10-19
248,GB,2025-10-16
249,FR,2025-12-01
250,CA,2025-10-14
251,CA,2025-10-24
252,BR,2025-11-30
253,US,2025-11-09
254,US,2025-11-04
255,US,2025-12-18
256,MX,2025-12-30
257,US,2025-12-16
258,DE,2025-10-28
259,BR,2025-10-18
260,US,2025-10-19
261,US,2025-12-02
262,DE,2025-11-01
263,US,2025-11-07
264,US,2025-12-04
265,US,2025-12-16
266,US,2025-11-22
267,FR,2025-10-28
268,US,2025-10-23
269,US,2025-11-09
270,FR,2025-12-23
271,GB,2025-12-09
272,US,2025-12-26
273,MX,2025-11-24
274,FR,2025-12-14
275,CA,2025-10-05
276,GB,2025-10-28
277,US,2025-10-01
278,DE,2025-10-06
279,DE,2025-11-15
280,FR,2025-11-29
281,GB,2025-12-05
282,CA,2025-11-30
283,US,2025-10-28
284,MX,2025-12-22
285,DE,2025-12-15
286,US,2025-10-03
287,US,2025-10-23
288,BR,2025-10-22
289,DE,2025-11-29
290,FR,2025-12-25
291,US,2025-12-23
292,US,2025-12-31
293,DE,2025-12-14
294,GB,2025-11-01
295,DE,2025-12-16
296,ES,2025-12-19
297,ES,2025-11-18
298,FR,2025-12-15
299,DE,2025-10-20
300,CA,2025-10-11
301,GB,2025-10-05
302,US,2025-12-10
303,DE,2025-12-01
304,DE,2025-11-07
305,DE,2025-10-28
306,MX,2025-10-30
307,CA,2025-10-07
308,CA,2025-12-05
309,US,2025-11-26
310,FR,2025-11-09
311,BR,2025-10-19
312,CA,2025-12-21
313,BR,2025-11-26
314,DE,2025-10-26
315,CA,2025-11-10
316,FR,2025-10-23
317,FR,2025-12-06
318,CA,2025-10-08
319,US,2025-11-19
320,DE,2025-12-18
321,ES,2025-12-29
322,US,2025-11-05
323,GB,2025-10-20
324,FR,2025-10-06
325,ES,2025-12-06
326,US,2025-12-29
327,US,2025-12-07
328,ES,2025-10-15
329,US,2025-10-04
330,US,2025-10-21
331,BR,2025-12-05
332,MX,2025-12-02
333,DE,2025-12-09
334,US,2025-12-29
335,FR,2025-10-21
336,US,2025-12-28
337,DE,2025-11-13
338,US,2025-12-31
339,MX,2025-11-19
340,US,2025-11-01
341,US,2025-10-13
342,US,2025-11-02
343,GB,2025-10-31
344,MX,2025-10-06
345,US,2025-10-17
346,ES,2025-12-10
347,FR,2025-12-08
348,FR,2025-12-19
349,US,2025-12-05
350,CA,2025-10-03
351,US,2025-10-27
352,US,2025-10-31
353,US,2025-11-06
354,MX,2025-12-21
355,US,2025-12-14
356,US,2025-11-07
357,FR,2025-12-03
358,MX,2025-12-12
359,US,2025-12-11
360,GB,2025-11-08
361,US,2025-10-09
362,MX,2025-12-28
363,US,2025-10-04
364,MX,2025-10-09
365,GB,2025-12-11
366,BR,2025-12-07
367,CA,2025-10-12
368,DE,2025-12-26
369,FR,2025-10-12
370,US,2025-12-13
371,US,2025-11-23
372,US,2025-12-18
373,ES,2025-11-17
374,ES,2025-10-30
375,US,2025-11-16
376,ES,2025-11-20
377,US,2025-10-03
378,MX,2025-11-16
379,MX,2025-12-18
380,FR,2025-10-04
381,US,2025-10-14
382,US,2025-12-12
383,BR,2025-11-11
384,US,2025-10-07
385,US,2025-11-13
386,MX,2025-10-21
387,FR,2025-11-24
388,DE,2025-10-27
389,FR,2025-10-06
390,DE,2025-12-26
391,GB,2025-11-27
392,FR,2025-12-23
393,GB,2025-10-10
394,DE,2025-11-01
395,US,2025-11-05
396,US,2025-11-04
397,DE,2025-12-20
398,US,2025-10-17
399,FR,2025-10-31
400,BR,2025-10-26
401,US,2025-11-19
402,ES,2025-10-08
403,US,2025-11-25
404,MX,2025-12-24
405,US,2025-11-16
406,ES,2025-11-01
407,BR,2025-12-22
408,DE,2025-10-19
409,US,2025-10-11
410,DE,2025-10-09
411,GB,2025-12-14
412,GB,2025-10-14
413,ES,2025-10-29
414,MX,2025-10-04
415,CA,2025-10-15
416,GB,2025-11-07
417,FR,2025-12-06
418,US,2025-12-15
419,GB,2025-12-14
420,US,2025-12-24
421,BR,2025-11-09
422,DE,2025-10-23
423,US,2025-12-17
424,DE,2025-10-11
425,US,2025-12-26
426,ES,2025-11-04
427,MX,2025-11-26
428,CA,2025-10-02
429,DE,2025-12-27
430,MX,2025-12-14
431,DE,2025-10-05
432,US,2025-10-29
433,BR,2025-11-30
434,BR,2025-10-29
435,ES,2025-10-19
436,US,2025-12-21
437,MX,2025-11-24
438,GB,2025-12-26
439,BR,2025-12-05
440,US,2025-12-23
441,BR,2025-11-18
442,US,2025-11-16
443,US,2025-11-20
444,FR,2025-10-31
445,US,2025-10-12
446,MX,2025-10-08
447,DE,2025-11-15
448,GB,2025-12-27
449,BR,2025-11-21
450,DE,2025-10-04
451,MX,2025-12-24
452,GB,2025-12-15
453,DE,2025-10-15
454,GB,2025-12-18
455,GB,2025-10-03
456,CA,2025-12-14
457,BR,2025-12-07
458,CA,2025-12-18
459,DE,2025-10-16
460,CA,2025-11-09
461,MX,2025-10-17
462,DE,2025-12-19
463,MX,2025-11-06
464,US,2025-11-03
465,FR,2025-10-30
466,CA,2025-12-26
467,FR,2025-11-06
468,DE,2025-10-05
469,MX,2025-11-30
470,GB,2025-12-19
471,US,2025-12-24
472,CA,2025-11-04
473,FR,2025-11-28
474,BR,2025-11-22
475,BR,2025-12-21
476,GB,2025-10-04
477,GB,2025-10-19
478,BR,2025-10-02
479,CA,2025-12-04
480,US,2025-10-10
481,US,2025-10-29
482,US,2025-10-21
483,MX,2025-10-18
484,ES,2025-10-28
485,CA,2025-12-20
486,MX,2025-11-28
487,CA,2025-10-01
488,BR,2025-11-09
489,ES,2025-11-08
490,FR,2025-11-26
491,CA,2025-10-16
492,US,2025-10-26
493,FR,2025-10-23
494,MX,2025-10-10
495,GB,2025-12-24
496,US,2025-12-10
497,FR,2025-12-03
498,US,2025-11-24
499,MX,2025-12-04
500,US,2025-12-20
501,CA,2025-12-26
502,FR,2025-12-24
503,FR,2025-10-02
504,MX,2025-11-12
505,DE,2025-12-29
506,MX,2025-10-19
507,CA,2025-11-25
508,BR,2025-10-16
509,US,2025-10-11
510,US,2025-11-11
511,GB,2025-12-25
512,DE,2025-10-27
513,US,2025-11-16
514,DE,2025-12-05
515,DE,2025-10-31
516,MX,2025-11-12
517,US,2025-11-01
518,GB,2025-11-23
519,US,2025-11-21
520,GB,2025-11-01
521,CA,2025-11-01
522,GB,2025-12-11
523,US,2025-10-26
524,MX,2025-11-17
525,MX,2025-11-27
526,GB,2025-12-18
527,US,2025-10-27
528,ES,2025-11-13
529,US,2025-10-14
530,US,2025-12-18
531,US,2025-11-09
532,US,2025-12-15
533,CA,2025-11-25
534,DE,2025-10-27
535,GB,2025-12-08
536,US,2025-10-28
537,US,2025-10-11
538,US,2025-12-30
539,DE,2025-12-13
540,MX,2025-11-07
541,ES,2025-10-04
542,GB,2025-11-27
543,GB,2025-12-22
544,DE,2025-12-23
545,DE,2025-12-23
546,US,2025-11-19
547,US,2025-12-09
548,MX,2025-10-07
549,MX,2025-12-05
550,US,2025-11-07
551,MX,2025-12-10
552,GB,2025-11-18
553,US,2025-10-08
554,US,2025-12-27
555,US,2025-11-20
556,US,2025-12-26
557,ES,2025-12-29
558,US,2025-10-26
559,US,2025-11-17
560,US,2025-10-11
561,MX,2025-10-13
562,US,2025-11-15
563,MX,2025-10-19
564,US,2025-11-08
565,US,2025-12-26
566,DE,2025-12-09
567,US,2025-11-25
568,GB,2025-11-14
569,CA,2025-10-20
570,CA,2025-10-15
571,DE,2025-12-27
572,US,2025-11-06
573,ES,2025-12-02
574,FR,2025-10-18
575,GB,2025-12-15
576,US,2025-12-12
577,GB,2025-11-21
578,GB,2025-11-18
579,DE,2025-11-28
580,US,2025-12-09
581,ES,2025-12-31
582,FR,2025-10-12
583,US,2025-10-26
584,US,2025-12-31
585,US,2025-10-30
586,FR,2025-11-10
587,FR,2025-10-14
588,ES,2025-11-27
589,GB,2025-11-11
590,GB,2025-12-12
591,GB,2025-11-06
592,BR,2025-12-04
593,ES,2025-11-25
594,GB,2025-12-26
595,US,2025-10-17
596,MX,2025-10-14
597,US,2025-12-28
598,DE,2025-12-09
599,GB,2025-12-05
600,CA,2025-12-27
601,FR,2025-12-01
602,DE,2025-12-12
603,US,2025-10-09
604,US,2025-12-14
605,US,2025-10-11
606,US,2025-10-12
607,US,2025-10-08
608,MX,2025-10-23
609,ES,2025-11-13
610,US,2025-12-30
611,FR,2025-12-27
612,GB,2025-10-31
613,FR,2025-12-27
614,CA,2025-11-28
615,US,2025-11-14
616,DE,2025-11-22
617,US,2025-12-05
618,US,2025-12-30
619,DE,2025-10-28
620,GB,2025-10-31
621,US,2025-10-08
622,US,2025-10-24
623,ES,2025-11-21
624,US,2025-11-15
625,GB,2025-10-19
626,US,2025-12-14
627,DE,2025-12-16
628,US,2025-10-24
629,MX,2025-10-12
630,US,2025-10-09
631,BR,2025-11-01
632,FR,2025-10-20
633,US,2025-10-29
634,US,2025-12-06
635,DE,2025-10-18
636,GB,2025-10-10
637,US,2025-10-01
638,GB,2025-11-24
639,MX,2025-10-10
640,FR,2025-12-29
641,US,2025-11-29
642,DE,2025-12-21
643,GB,2025-11-23
644,DE,2025-10-25
645,CA,2025-11-10
646,DE,2025-10-02
647,GB,2025-10-13
648,CA,2025-10-03
649,US,2025-11-19
650,ES,2025-12-12
651,GB,2025-11-21
652,US,2025-12-14
653,DE,2025-12-19
654,US,2025-10-12
655,MX,2025-11-09
656,FR,2025-11-29
657,MX,2025-11-12
658,US,2025-10-19
659,US,2025-11-25
660,US,2025-10-30
661,US,2025-11-02
662,US,2025-11-20
663,US,2025-11-21
664,US,2025-12-28
665,MX,2025-11-06
666,US,2025-10-06
667,DE,2025-10-27
668,ES,2025-12-05
669,US,2025-10-02
670,BR,2025-12-21
671,MX,2025-10-11
672,US,2025-11-12
673,US,2025-11-20
674,FR,2025-12-23
675,MX,2025-10-10
676,DE,2025-11-05
677,US,2025-11-02
678,BR,2025-10-04
679,FR,2025-12-06
680,FR,2025-11-08
681,US,2025-12-29
682,MX,2025-11-15
683,CA,2025-12-23
684,DE,2025-11-25
685,US,2025-10-02
686,US,2025-10-05
687,DE,2025-11-23
688,MX,2025-10-05
689,MX,2025-11-21
690,ES,2025-10-12
691,US,2025-11-10
692,US,2025-10-14
693,CA,2025-10-07
694,US,2025-10-20
695,US,2025-12-31
696,BR,2025-11-27
697,ES,2025-11-02
698,BR,2025-11-02
699,GB,2025-12-13
700,US,2025-12-20
701,BR,2025-11-09
702,DE,2025-12-20
703,BR,2025-10-27
704,DE,2025-12-22
705,BR,2025-11-06
706,US,2025-12-18
707,BR,2025-11-19
708,MX,2025-12-31
709,US,2025-12-08
710,GB,2025-11-20
711,DE,2025-10-01
712,US,2025-11-06
713,BR,2025-10-22
714,DE,2025-11-09
715,CA,2025-10-13
716,US,2025-10-10
717,CA,2025-10-23
718,BR,2025-10-15
719,GB,2025-10-03
720,BR,2025-12-28
721,US,2025-10-04
722,DE,2025-12-05
723,ES,2025-12-03
724,US,2025-12-21
725,US,2025-10-03
726,US,2025-12-21
727,FR,2025-11-12
728,FR,2025-12-16
729,US,2025-12-19
730,US,2025-11-03
731,US,2025-10-04
732,MX,2025-10-05
733,ES,2025-12-03
734,US,2025-11-10
735,US,2025-10-15
736,MX,2025-12-30
737,MX,2025-12-26
738,DE,2025-10-12
739,MX,2025-12-29
740,US,2025-11-19
741,CA,2025-12-30
742,ES,2025-10-16
743,DE,2025-11-14
744,US,2025-12-15
745,DE,2025-10-16
746,US,2025-12-17
747,DE,2025-12-04
748,US,2025-10-11
749,FR,2025-11-16
750,US,2025-11-28
751,MX,2025-12-07
752,GB,2025-12-31
753,MX,2025-10-26
754,US,2025-10-30
755,US,2025-11-04
756,US,2025-11-15
757,US,2025-10-02
758,US,2025-11-10
759,US,2025-10-31
760,MX,2025-11-05
761,CA,2025-12-18
762,BR,2025-11-16
763,US,2025-10-10
764,US,2025-10-19
765,US,2025-11-30
766,DE,2025-11-16
767,US,2025-12-15
768,CA,2025-11-10
769,DE,2025-12-11
770,CA,2025-12-26
771,FR,2025-10-14
772,FR,2025-11-05
773,US,2025-12-02
774,DE,2025-12-23
775,US,2025-10-08
776,US,2025-12-05
777,MX,2025-10-17
778,GB,2025-12-24
779,ES,2025-10-14
780,US,2025-12-27
781,GB,2025-10-03
782,MX,2025-12-20
783,US,2025-11-05
784,ES,2025-11-13
785,GB,2025-12-15
786,US,2025-12-02
787,FR,2025-10-07
788,US,2025-10-16
789,US,2025-12-05
790,US,2025-12-27
791,ES,2025-11-09
792,US,2025-12-18
793,FR,2025-10-02
794,GB,2025-11-13
795,US,2025-11-30
796,BR,2025-12-14
797,MX,2025-10-27
798,BR,2025-11-28
799,DE,2025-10-20
800,GB,2025-10-06
801,ES,2025-11-07
802,US,2025-10-29
803,DE,2025-10-23
804,CA,2025-10-06
805,DE,2025-12-11
806,FR,2025-11-29
807,ES,2025-11-24
808,US,2025-12-18
809,MX,2025-10-24
810,ES,2025-10-14
811,ES,2025-12-29
812,CA,2025-10-11
813,ES,2025-10-16
814,CA,2025-10-06
815,CA,2025-12-09
816,DE,2025-11-17
817,MX,2025-11-23
818,MX,2025-12-29
819,CA,2025-10-08
820,MX,2025-12-27
821,US,2025-10-07
822,US,2025-11-30
823,DE,2025-12-22
824,BR,2025-10-31
825,GB,2025-10-31
826,DE,2025-12-20
827,US,2025-12-27
828,US,2025-10-02
829,US,2025-10-28
830,US,2025-11-15
831,DE,2025-11-09
832,CA,2025-11-23
833,US,2025-12-21
834,GB,2025-12-31
835,US,2025-10-02
836,US,2025-11-01
837,GB,2025-10-01
838,DE,2025-12-30
839,US,2025-12-02
840,GB,2025-11-05
841,US,2025-11-03
842,CA,2025-12-27
843,BR,2025-11-22
844,US,2025-11-24
845,US,2025-12-27
846,GB,2025-10-30
847,BR,2025-10-28
848,US,2025-11-20
849,GB,2025-10-18
850,US,2025-11-26
851,ES,2025-10-16
852,US,2025-11-06
853,US,2025-11-30
854,US,2025-10-13
855,ES,2025-10-28
856,US,2025-10-03
857,GB,2025-11-21
858,ES,2025-11-18
859,ES,2025-10-22
860,US,2025-12-27
861,MX,2025-10-31
862,GB,2025-10-11
863,GB,2025-11-25
864,US,2025-10-26
865,US,2025-12-30
866,US,2025-11-21
867,US,2025-11-27
868,BR,2025-10-19
869,US,2025-11-27
870,US,2025-11-11
871,US,2025-10-19
872,US,2025-12-20
873,US,2025-11-05
874,ES,2025-11-10
875,MX,2025-10-16
876,US,2025-12-15
877,GB,2025-12-10
878,US,2025-12-25
879,US,2025-12-12
880,ES,2025-12-22
881,FR,2025-12-26
882,GB,2025-11-05
883,US,2025-11-20
884,US,2025-12-06
885,US,2025-11-21
886,US,2025-11-03
887,US,2025-10-24
888,US,2025-12-11
889,GB,2025-10-11
890,US,2025-11-29
891,US,2025-12-04
892,FR,2025-12-02
893,US,2025-12-04
894,US,2025-10-25
895,US,2025-11-25
896,DE,2025-10-30
897,GB,2025-10-25
898,BR,2025-12-24
899,GB,2025-10-11
900,US,2025-12-13
901,US,2025-10-31
902,BR,2025-11-01
903,ES,2025-11-04
904,DE,2025-12-05
905,GB,2025-11-04
906,MX,2025-10-08
907,US,2025-12-17
908,FR,2025-10-28
909,US,2025-12-25
910,US,2025-11-08
911,GB,2025-12-23
912,DE,2025-11-21
913,DE,2025-11-11
914,MX,2025-12-02
915,US,2025-11-19
916,US,2025-10-07
917,FR,2025-10-11
918,ES,2025-11-10
919,US,2025-12-28
920,FR,2025-10-20
921,CA,2025-10-21
922,US,2025-12-29
923,MX,2025-11-29
924,US,2025-10-05
925,MX,2025-11-15
926,US,2025-10-30
927,GB,2025-11-11
928,MX,2025-10-24
929,FR,2025-10-17
930,FR,2025-10-12
931,US,2025-11-01
932,US,2025-10-26
933,ES,2025-12-08
934,MX,2025-10-19
935,US,2025-12-15
936,US,2025-11-25
937,ES,2025-10-28
938,BR,2025-11-21
939,US,2025-11-27
940,MX,2025-12-01
941,MX,2025-10-07
942,MX,2025-12-31
943,ES,2025-11-14
944,ES,2025-11-05
945,US,2025-11-04
946,US,2025-12-17
947,CA,2025-12-31
948,FR,2025-12-03
949,GB,2025-12-16
950,DE,2025-12-11
951,BR,2025-10-14
952,US,2025-12-02
953,DE,2025-11-23
954,US,2025-10-05
955,GB,2025-12-17
956,US,2025-12-26
957,MX,2025-11-05
958,ES,2025-11-26
959,BR,2025-10-26
960,US,2025-12-29
961,CA,2025-10-06
962,GB,2025-12-25
963,US,2025-10-28
964,US,2025-10-05
965,US,2025-10-21
966,BR,2025-10-25
967,CA,2025-11-08
968,MX,2025-11-13
969,US,2025-10-03
970,GB,2025-12-17
971,US,2025-11-25
972,FR,2025-10-14
973,ES,2025-10-15
974,MX,2025-11-25
975,MX,2025-12-09
976,FR,2025-10-21
977,US,2025-11-01
978,DE,2025-11-06
979,US,2025-12-15
980,GB,2025-10-29
981,US,2025-11-17
982,GB,2025-10-12
983,ES,2025-10-25
984,US,2025-12-21
985,DE,2025-11-07
986,BR,2025-12-01
987,CA,2025-10-16
988,CA,2025-12-24
989,US,2025-12-09
990,US,2025-10-17
991,GB,2025-11-10
992,US,2025-11-29
993,GB,2025-12-17
994,ES,2025-11-21
995,ES,2025-10-15
996,FR,2025-12-21
997,DE,2025-11-03
998,US,2025-10-18
999,ES,2025-10-31
1000,US,2025-10-22
1001,FR,2025-10-22
1002,FR,2025-11-07
1003,GB,2025-11-07
1004,MX,2025-12-31
1005,US,2025-10-12
1006,MX,2025-10-20
1007,US,2025-10-17
1008,US,2025-11-16
1009,US,2025-12-29
1010,DE,2025-10-26
1011,ES,2025-10-29
1012,US,2025-10-04
1013,US,2025-11-22
1014,US,2025-12-17
1015,US,2025-10-19
1016,US,2025-11-10
1017,BR,2025-11-19
1018,CA,2025-11-03
1019,CA,2025-12-17
1020,US,2025-12-21
1021,GB,2025-12-06
1022,US,2025-11-29
1023,CA,2025-10-05
1024,MX,2025-12-27
1025,FR,2025-12-25
1026,US,2025-10-16
1027,GB,2025-11-04
1028,US,2025-12-11
1029,FR,2025-10-07
1030,CA,2025-10-13
1031,MX,2025-12-02
1032,FR,2025-12-10
1033,GB,2025-10-24
1034,US,2025-11-11
1035,US,2025-12-22
1036,ES,2025-12-22
1037,US,2025-12-07
1038,US,2025-11-03
1039,ES,2025-10-29
1040,US,2025-12-14
1041,US,2025-11-30
1042,US,2025-11-02
1043,US,2025-12-31
1044,MX,2025-10-08
1045,BR,2025-10-26
1046,US,2025-11-26
1047,US,2025-10-25
1048,DE,2025-10-22
1049,DE,2025-12-12
1050,BR,2025-12-10
1051,US,2025-10-19
1052,BR,2025-12-11
1053,GB,2025-12-25
1054,CA,2025-11-04
1055,FR,2025-12-17
1056,CA,2025-10-17
1057,MX,2025-12-15
1058,US,2025-12-14
1059,BR,2025-12-16
1060,DE,2025-12-24
1061,DE,2025-11-10
1062,US,2025-12-26
1063,ES,2025-11-17
1064,GB,2025-12-11
1065,CA,2025-10-21
1066,CA,2025-10-19
1067,DE,2025-12-19
1068,US,2025-12-19
1069,GB,2025-12-30
1070,GB,2025-11-06
1071,MX,2025-12-15
1072,FR,2025-11-15
1073,MX,2025-10-29
1074,MX,2025-10-24
1075,US,2025-12-09
1076,FR,2025-12-09
1077,US,2025-11-08
1078,GB,2025-12-29
1079,CA,2025-12-01
1080,ES,2025-11-03
1081,ES,2025-12-17
1082,US,2025-10-18
1083,ES,2025-12-03
1084,GB,2025-11-13
1085,US,2025-10-14
1086,MX,2025-10-18
1087,US,2025-10-28
1088,BR,2025-10-14
1089,US,2025-10-18
1090,CA,2025-11-13
1091,US,2025-10-02
1092,GB,2025-11-11
1093,FR,2025-10-12
1094,ES,2025-10-02
1095,US,2025-12-08
1096,BR,2025-12-28
1097,US,2025-10-23
1098,CA,2025-12-31
1099,ES,2025-12-01
1100,US,2025-12-15
1101,FR,2025-12-05
1102,GB,2025-10-28
1103,US,2025-10-30
1104,DE,2025-11-28
1105,US,2025-11-24
1106,FR,2025-12-25
1107,US,2025-12-27
1108,US,2025-12-13
1109,DE,2025-10-09
1110,MX,2025-12-29
1111,US,2025-10-31
1112,MX,2025-12-07
1113,US,2025-11-03
1114,BR,2025-10-30
1115,DE,2025-11-18
1116,FR,2025-10-26
1117,US,2025-10-17
1118,BR,2025-10-22
1119,ES,2025-10-20
1120,MX,2025-12-29
1121,DE,2025-10-09
1122,US,2025-11-06
1123,FR,2025-11-20
1124,BR,2025-11-24
1125,FR,2025-10-13
1126,DE,2025-12-10
1127,FR,2025-11-08
1128,US,2025-10-04
1129,GB,2025-12-19
1130,US,2025-10-26
1131,US,2025-12-12
1132,US,2025-12-22
1133,BR,2025-11-17
1134,GB,2025-11-11
1135,ES,2025-10-08
1136,US,2025-10-28
1137,US,2025-10-14
1138,CA,2025-11-29
1139,DE,2025-10-25
1140,BR,2025-10-20
1141,MX,2025-11-24
1142,DE,2025-12-09
1143,GB,2025-10-14
1144,US,2025-11-30
1145,US,2025-11-22
1146,MX,2025-12-22
1147,FR,2025-12-28
1148,BR,2025-10-19
1149,US,2025-10-05
1150,MX,2025-10-14
1151,CA,2025-11-03
1152,BR,2025-12-03
1153,BR,2025-12-30
1154,ES,2025-11-21
1155,US,2025-11-19
1156,CA,2025-12-24
1157,GB,2025-12-29
1158,FR,2025-12-26
1159,GB,2025-10-17
1160,MX,2025-12-24
1161,DE,2025-11-02
1162,MX,2025-10-04
1163,ES,2025-10-06
1164,US,2025-12-07
1165,US,2025-11-13
1166,FR,2025-12-13
1167,US,2025-11-11
1168,FR,2025-12-01
1169,GB,2025-12-01
1170,MX,2025-10-23
1171,US,2025-10-01
1172,DE,2025-11-07
1173,US,2025-11-22
1174,ES,2025-11-12
1175,FR,2025-11-27
1176,US,2025-10-13
1177,US,2025-12-18
1178,FR,2025-11-27
1179,MX,2025-12-02
1180,US,2025-10-20
1181,MX,2025-11-06
1182,US,2025-10-21
1183,CA,2025-10-22
1184,GB,2025-11-29
